1,"Desert Eagle",Pistols,"Urban DDPAT","Industrial Grade",#5e98d9,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted using a Digital Disruptive Pattern (DDPAT) hydrographic.By the time you're close enough to notice the pixels it's already too late",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_hy_ddpat_urb_light_png.png
2,"Desert Eagle",Pistols,Blaze,Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted by airbrushing transparent paints over a chrome base coat.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aa_flames_light_png.png
3,"Desert Eagle",Pistols,Night,"Industrial Grade",#5e98d9,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has individual parts spray-painted solid colors in a night ops color scheme.It's the whisper of the wind... it's the bite at your neck",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_so_night_light_png.png
4,"Desert Eagle",Pistols,Hypnotic,Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with a pearl base coat, then spray-painted black through a stencil in a graphic pattern.You're not getting sleepy, you're passing out from blood loss",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aa_vertigo_light_png.png
5,"Desert Eagle",Pistols,Mudder,"Industrial Grade",#5e98d9,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted in a marbleized pattern.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_hy_mottled_sand_light_png.png
6,"Desert Eagle",Pistols,"Golden Koi",Covert,#eb4b4b,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. This memento from Chinatown has been covered in a metallic foil with a scale pattern.A loud gun in every sense of the word",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_scales_bravo_light_png.png
7,"Desert Eagle",Pistols,"Cobalt Disruption",Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been covered in a metallic foil stamped with a digital disruptive pattern.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_ddpatdense_peacock_light_png.png
8,"Desert Eagle",Pistols,"Crimson Web",Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted using a spider web-patterned hydrographic over a red base coat and finished with a semi-gloss topcoat.Be careful where you walk, you never know where the web is spread",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_hy_webs_darker_light_png.png
9,"Desert Eagle",Pistols,"Urban Rubble","Mil-Spec Grade",#4b69ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted using a VariCamo patterned hydrographic.Rebuilding only comes in the wake of destruction",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_hy_varicamo_urban_light_png.png
10,"Desert Eagle",Pistols,Heirloom,Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been hand engraved and inlaid with a scroll pattern.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_engraved_deagle_light_png.png
11,"Desert Eagle",Pistols,Meteorite,"Mil-Spec Grade",#4b69ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with metallic paint and uses a crystallizing mask to create a pattern.Everyone wants to make an impact",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_crystallized_dark_light_png.png
12,"Desert Eagle",Pistols,"Hand Cannon",Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has brass parts that have been given an acid patina inspired by antique brass caons.Be prepared to encounter many thorns in the trials to come",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_handcannon_light_png.png
13,"Desert Eagle",Pistols,Pilot,Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has a brass inlay of a pilot's wings.Assume crash positions",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_pilot_deagle_light_png.png
14,"Desert Eagle",Pistols,Conspiracy,Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with dark, metallic paint and pale yellow accents.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_cu_deagle_aureus_light_png.png
15,"Desert Eagle",Pistols,Naga,Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been engraved with a mythological motif.A beast in Indian mythology as well as on the battlefield",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_deagle_naga_light_png.png
16,"Desert Eagle",Pistols,"Bronze Deco","Mil-Spec Grade",#4b69ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted in an art deco pattern using metallic automotive paints.Everyone's searching for silver and gold",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_bronze_sparkle_light_png.png
17,"Desert Eagle",Pistols,"Midnight Storm","Industrial Grade",#5e98d9,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with a hydrographic of a stormy sea over a blue metallic base coat.I don't hate you Sebastien... I pity you - Chase Turner, Coalition Defector",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_seastorm_light_png.png
18,"Desert Eagle",Pistols,"Sunset Storm 壱",Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with a hydrographic of a stormy sea over a red metallic base coat.You think it's the same, but look again... subtlety makes all the difference",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_seastorm_blood_light_png.png
19,"Desert Eagle",Pistols,"Sunset Storm 弐",Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been painted with a hydrographic of a stormy sea over a red metallic base coat.You think it's the same, but look again... subtlety makes all the difference",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_seastorm_shojo_light_png.png
20,"Desert Eagle",Pistols,Corinthian,"Mil-Spec Grade",#4b69ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been laser-etched and given a custom leather grip.Protect. Hope. Trust. Persevere.",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_deagle_corinthian_light_png.png
21,"Desert Eagle",Pistols,"Kumicho Dragon",Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. Dragons have been laser-etched onto the slide and grip.I'm a big fan of your work Yukako, we should talk... -Huxley, The Competition",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_deserteagle_kumichodragon_light_png.png
22,"Desert Eagle",Pistols,Directive,Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been designed to help the future of law enforcement stop creeps.Your move...",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_aq_desert_eagle_constable_light_png.png
23,"Desert Eagle",Pistols,"Oxide Blaze","Mil-Spec Grade",#4b69ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. A custom paint job has been applied with a rust-colored base and white detailing.Nothing a little sandpaper can't fix",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_cu_desert_eagle_corroden_light_png.png
24,"Desert Eagle",Pistols,"Code Red",Covert,#eb4b4b,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. A custom paint job with a bright red base and white detailing has been applied.Man your stations",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_gs_deagle_aggressor_light_png.png
25,"Desert Eagle",Pistols,"Emerald Jörmungandr",Restricted,#8847ff,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. A green pattern depicting Jörmungandr, the World Serpent, has been applied.Wake the gods",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_am_jorm_green_light_png.png
26,"Desert Eagle",Pistols,"Fennec Fox",Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. It has been custom painted with a feec fox on the barrel. The grip features teal and orange designs.All the better to hear you with",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_gs_deagle_fennec_light_png.png
27,"Desert Eagle",Pistols,"Mecha Industries",Classified,#d32ce6,"As expensive as it is powerful, the Desert Eagle is an iconic pistol that is difficult to master but surprisingly accurate at long range. Its white and black design feels both sterile and futuristic.Same technology, now available in a smaller form factor",https://raw.githubusercontent.com/ByMykel/counter-strike-image-tracker/main/static/panorama/images/econ/default_generated/weapon_deagle_gs_deagle_mecha_light_png.png
